CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,SatisfactionScore,CardType,PointEarned,AgeGroup,BalanceGroup,TenureGroup,SalaryGroup,Cluster,ChurnProbability,PredictedChurn,RiskCategory,BalanceScore,SalaryScore,TenureScore,PointsScore,CustomerValueScore,EstimatedCustomerValue,RevenueAtRisk
562,France,Male,42,2,100238.35,1,0,0,86797.41,0,0,5,PLATINUM,709,41-50,High,New,Medium,2,0.16335227,0,Low Risk,0.39951818684630086,0.4340033685266566,0.2,0.709,0.4009082852965174,34797.800811278794,5684.299753530232
675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,0,4,SILVER,749,31-40,High,Very Long,Low,0,0.076006636,0,Low Risk,0.42324176321948087,0.11497592309470836,0.9,0.749,0.4586894822162049,10547.252734713726,801.6611994073908
721,Germany,Male,28,9,154475.54,2,0,1,101300.94,1,1,5,PLATINUM,541,18-30,Very High,Very Long,High,0,0.038625296,0,Low Risk,0.6156903785118493,0.506523745292823,0.9,0.541,0.6323332749925866,64055.95515002752,2474.1802282325375
628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0,0,2,GOLD,736,18-30,High,Very Long,Medium,0,0.060572032,0,Low Risk,0.5275101536245255,0.37085959432074644,0.9,0.736,0.5758619397460342,42711.17907107578,2587.102905450932
668,Germany,Female,37,6,167864.4,1,1,0,115638.29,0,0,4,SILVER,529,31-40,Very High,Long,High,2,0.28813946,0,Low Risk,0.6690541167531406,0.5782131908159747,0.6,0.529,0.6139856039460487,71000.24532493833,20457.972347795254
506,France,Female,41,1,0.0,2,1,0,31766.3,0,0,4,GOLD,594,41-50,No Balance,New,Low,3,0.05626487,0,Low Risk,0.0,0.15883747228895806,0.1,0.594,0.12705124168668744,4035.9478587918193,227.08208160170008
524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,1,1,SILVER,462,31-40,High,Long,Very High,2,0.4477197,0,Medium Risk,0.42973077236259555,0.9986644997851919,0.8,0.462,0.6776916588805958,135352.23086967398,60599.86019930117
699,Germany,Male,34,4,185173.81,2,1,0,120834.48,0,0,3,PLATINUM,429,31-40,Very High,Medium,High,2,0.04399161,0,Low Risk,0.7380439205416032,0.6041951177364269,0.4,0.429,0.5993761035375694,72425.29979538836,3186.1055427318047
828,France,Male,34,8,129433.34,2,0,0,38131.77,0,0,4,SILVER,370,31-40,High,Long,Low,2,0.04930669,0,Low Risk,0.5158801328459695,0.19066601904231598,0.8,0.37,0.4605518588510826,17561.657554781945,865.9072049397914
674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0,0,1,PLATINUM,510,31-40,High,Long,High,2,0.1406489,0,Low Risk,0.47905275006278447,0.5006735753264322,0.6,0.51,0.5128231726230434,51349.47145675933,7222.246675974598
656,France,Female,39,6,0.0,2,1,0,141069.88,0,0,4,DIAMOND,638,31-40,No Balance,Long,High,3,0.057133615,0,Low Risk,0.0,0.7053759221346723,0.6,0.638,0.3954127766404017,55780.83295112827,3186.9606342090765
684,Germany,Female,48,10,126384.42,1,1,1,198129.36,0,0,1,GOLD,462,41-50,High,Very Long,Very High,0,0.5129248,1,Medium Risk,0.5037281072964724,0.9906840497202694,1.0,0.462,0.7448964578346698,147585.8584570501,75700.44693191073
625,France,Female,28,3,0.0,1,0,0,183646.41,0,0,4,GOLD,718,18-30,No Balance,Medium,Very High,2,0.24770306,0,Low Risk,0.0,0.9182665768232885,0.3,0.718,0.4072799730469865,74795.50491497583,18527.075441684552
432,France,Male,42,9,152603.45,1,1,0,110265.24,1,1,3,DIAMOND,437,41-50,Very High,Very Long,High,2,0.18902616,0,Low Risk,0.6082288231050305,0.5513469306445923,0.9,0.437,0.6323956084353899,69731.2535390743,13181.031088477625
549,France,Female,52,1,0.0,1,0,1,8636.05,1,1,4,DIAMOND,485,51-60,No Balance,New,Low,1,0.6557351,1,Medium Risk,0.0,0.043181873638448796,0.1,0.485,0.08145456209153465,703.4456709505978,461.27401738535735
625,Germany,Male,56,0,148507.24,1,1,0,46824.08,1,1,3,PLATINUM,410,51-60,High,New,Low,2,0.9216056,1,High Risk,0.5919026326585427,0.2341292032580425,0.0,0.41,0.34799981404082986,16294.77113263294,15017.352326552862
828,France,Female,41,7,0.0,2,1,0,171378.77,0,0,2,PLATINUM,666,41-50,No Balance,Long,Very High,3,0.039303854,0,Low Risk,0.0,0.8569260704202477,0.7,0.666,0.46367782112607425,79464.53466086662,3123.262468488641
770,France,Male,24,9,101827.07,1,1,0,167256.35,0,0,4,GOLD,730,18-30,High,Very Long,Very High,2,0.062870845,0,Low Risk,0.4058503195460755,0.8363131953761461,0.9,0.73,0.666234086431274,111431.88154207943,7005.816552490436
758,France,Female,34,3,0.0,2,1,1,124226.16,0,0,2,PLATINUM,375,31-40,No Balance,Medium,High,3,0.022525296,0,Low Risk,0.0,0.6211541553962429,0.3,0.375,0.28384624661887287,35261.129247875564,794.2673736026544
795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,0,5,GOLD,411,31-40,High,Very Long,High,0,0.19107255,0,Low Risk,0.5215760311288141,0.5746976586319645,0.9,0.411,0.6021397100411151,69207.05402291467,13223.568290146066
687,France,Male,38,9,122570.87,1,1,1,35608.88,0,0,4,DIAMOND,595,31-40,High,Very Long,Low,0,0.07121336,0,Low Risk,0.48852850972281214,0.17805109472116148,0.9,0.595,0.4883267323054733,17388.76801145772,1238.3125963564228
686,France,Male,25,1,0.0,2,0,1,16459.37,0,0,1,DIAMOND,578,18-30,No Balance,New,Low,3,0.0092779575,0,Low Risk,0.0,0.08229994447791236,0.1,0.578,0.1024899833433737,1686.9205571424247,15.651177235043738
789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0,0,2,PLATINUM,377,31-40,High,Long,High,0,0.07378733,0,Low Risk,0.49752654553886805,0.6220787901625101,0.7,0.377,0.5633342552643003,70085.02309842728,5171.386727421276
589,Germany,Female,50,5,144895.05,2,1,1,34941.23,0,0,2,GOLD,831,41-50,High,Medium,Low,1,0.31653053,0,Medium Risk,0.5775055920114815,0.17471271919824186,0.5,0.831,0.4665160525640652,16300.644691333093,5159.6517034893495
461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,0,1,SILVER,497,31-40,Medium,Medium,Very High,0,0.14902031,0,Low Risk,0.253744179559119,0.838952944630718,0.5,0.497,0.502883555212863,84375.95523523046,12573.731005700165
637,France,Male,40,2,133463.1,1,0,1,93165.34,0,0,1,PLATINUM,374,31-40,High,New,Medium,0,0.10848214,0,Low Risk,0.531941474723861,0.4658442157425119,0.2,0.374,0.42992985461229793,40054.561081105305,4345.204502839018
584,Spain,Female,48,2,213146.2,1,1,0,75161.25,1,0,4,DIAMOND,814,41-50,Very High,New,Medium,2,0.7605008,1,High Risk,0.8495329717336629,0.3758203808463198,0.2,0.814,0.5739593029473612,43139.49865865235,32807.62324150404
579,Spain,Female,35,1,129490.36,2,0,1,8590.83,1,1,4,GOLD,247,31-40,High,New,Low,0,0.13712697,0,Low Risk,0.5161073964333487,0.04295576513676914,0.1,0.247,0.2640296881143702,2268.2341655435753,311.0360783714689
756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0,5,PLATINUM,965,41-50,High,Very Long,Very High,2,0.5570627,1,Medium Risk,0.547840320346799,0.9477551355930982,1.0,0.965,0.799962668816649,151628.04410191602,84466.32764313242
663,France,Male,34,7,0.0,2,1,1,180427.24,0,0,3,SILVER,912,31-40,No Balance,Long,Very High,3,0.014959468,0,Low Risk,0.0,0.902170121596572,0.7,0.912,0.5018510364789717,90547.59740304017,1354.5438858276625
682,France,Female,43,5,125851.93,1,1,1,193318.33,0,0,4,GOLD,462,41-50,High,Medium,Very High,0,0.16645862,0,Low Risk,0.5016057714907276,0.9666279952126199,0.5,0.462,0.6368307071600771,123111.04880090513,20492.895290151322
793,Spain,Male,52,2,0.0,1,1,0,159123.82,1,1,5,GOLD,883,51-60,No Balance,New,Very High,2,0.8238164,1,High Risk,0.0,0.7956490164030168,0.2,0.883,0.366994704920905,58397.59936678721,48108.90007898892
691,France,Female,31,5,40915.55,1,1,0,126213.84,1,0,2,SILVER,402,31-40,Low,Medium,High,2,0.24153034,0,Low Risk,0.16307637096798944,0.6310929290941338,0.5,0.402,0.39475842711543596,49823.9769585993,12034.002094962654
485,Spain,Female,21,5,113157.22,1,1,1,54141.5,0,0,4,GOLD,764,18-30,High,Medium,Medium,0,0.08227204,0,Low Risk,0.45100869440656166,0.2707176789847298,0.5,0.764,0.4380187814580436,23714.99385631067,1951.0809231461458
635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,0,1,PLATINUM,608,18-30,High,Long,High,2,0.10891383,0,Low Risk,0.5512076237806354,0.7054040731931521,0.8,0.608,0.6529042714701998,92108.80307883689,10031.922520031918
650,France,Male,37,5,106967.18,1,0,0,24495.03,0,0,5,PLATINUM,652,31-40,High,Medium,Low,2,0.11886535,0,Low Risk,0.42633716342758926,0.12247975523879696,0.5,0.652,0.37247879194267486,9123.879182999579,1084.513092444959
735,France,Male,44,9,120681.63,1,1,0,74836.34,0,0,2,SILVER,520,41-50,High,Very Long,Medium,2,0.29802033,0,Low Risk,0.48099859986977184,0.374195769760943,0.9,0.52,0.5366581708761917,40161.53333946878,11968.953419134486
416,France,Male,32,0,0.0,2,0,1,878.87,0,0,5,GOLD,884,31-40,No Balance,New,Low,3,0.02271936,0,Low Risk,0.0,0.00439451523377279,0.0,0.884,0.08971835457013184,78.85077028105178,1.7914390362925166
754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,0,1,SILVER,800,31-40,No Balance,Long,Medium,3,0.036144078,0,Low Risk,0.0,0.447620580533828,0.7,0.8,0.3542861741601484,31715.964025447105,1146.3442775809542
535,France,Female,48,9,0.0,1,1,0,149892.79,1,1,4,GOLD,697,41-50,No Balance,Very Long,High,2,0.8257349,1,High Risk,0.0,0.749492130904122,0.9,0.697,0.4745476392712366,71131.26963827922,58735.57182163753
716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,0,2,SILVER,427,41-50,No Balance,Long,Very High,3,0.027260926,0,Low Risk,0.0,0.9040360917570501,0.8,0.427,0.47391082752711505,85683.27665944997,2335.805464450793
539,France,Male,37,2,127609.59,1,1,0,98646.22,0,0,1,DIAMOND,620,31-40,High,New,Medium,2,0.12126887,0,Low Risk,0.5086112453068096,0.4932496461866966,0.2,0.62,0.4534193919787329,44728.10909340032,5424.127246993382
614,France,Female,43,6,0.0,2,1,1,109041.53,0,0,1,PLATINUM,318,41-50,No Balance,Long,High,3,0.063099295,0,Low Risk,0.0,0.5452281505784617,0.6,0.318,0.3153684451735385,34388.25777544375,2169.874821908769
706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,1,1,GOLD,701,51-60,No Balance,Long,Low,1,0.91695964,1,High Risk,0.0,0.08970917306490724,0.7,0.701,0.23701275191947216,4252.283704227557,3899.1725346063668
758,France,Female,33,7,0.0,2,0,0,82996.47,0,0,4,PLATINUM,953,31-40,No Balance,Long,Medium,3,0.033471007,0,Low Risk,0.0,0.4149979539230675,0.7,0.953,0.35979938617692026,29862.078960851177,999.5138539332024
586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,0,5,PLATINUM,635,18-30,No Balance,New,Medium,3,0.02200805,0,Low Risk,0.0,0.4603540593126302,0.2,0.635,0.24160621779378905,22244.044215797006,489.54803730347135
646,France,Female,73,6,97259.25,1,0,1,104719.66,0,0,1,PLATINUM,250,60+,Medium,Long,High,1,0.050584484,0,Low Risk,0.3876444416137245,0.5236179880363502,0.6,0.25,0.45714317305639485,47871.87765378683,2421.5742292279374
631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,0,3,SILVER,662,31-40,High,Medium,High,2,0.3156385,0,Medium Risk,0.4912221531857815,0.5634590360597559,0.4,0.662,0.5117265720922394,57665.22391350428,18201.364778222618
717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,0,2,GOLD,666,18-30,High,Long,Medium,0,0.060582433,0,Low Risk,0.4027940188783422,0.4235137241160267,0.6,0.666,0.4747717247861449,40212.956189827564,2436.1987241021634
684,France,Male,30,2,0.0,2,1,0,83473.82,0,0,4,DIAMOND,699,18-30,No Balance,New,Medium,3,0.017158132,0,Low Risk,0.0,0.41738479366824194,0.2,0.699,0.23511543810047258,19625.98375921999,336.7452199705528
800,France,Female,49,7,108007.36,1,0,0,47125.11,0,0,3,PLATINUM,855,41-50,High,Long,Low,2,0.57083523,1,Medium Risk,0.43048299012559244,0.23563440985381048,0.7,0.855,0.4683835190063801,22072.624855362752,12599.831886014714
721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,0,5,SILVER,534,31-40,No Balance,New,High,3,0.032242913,0,Low Risk,0.0,0.5349091125826331,0.2,0.534,0.2538727337747899,27158.74653921272,875.6771018528867
683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,1,1,PLATINUM,388,18-30,High,New,Medium,2,0.13069782,0,Low Risk,0.5328972014095444,0.2779231499104366,0.0,0.388,0.3353358255369488,18638.816936340478,2436.052740958779
660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0,5,GOLD,612,31-40,High,Very Long,High,0,0.036592163,0,Low Risk,0.4989665325869958,0.6993984473816215,0.9,0.612,0.6506061472492848,91003.16400098977,3330.0026106399496
704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,1,2,PLATINUM,801,18-30,High,Long,Very High,2,0.3583653,0,Medium Risk,0.45051845552112413,0.8125479518029878,0.7,0.801,0.6440717677493459,104663.90362902048,37507.911223185016
615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,0,1,PLATINUM,561,41-50,High,Very Long,Very High,2,0.31309283,0,Medium Risk,0.4344920680743325,0.9825367433815511,0.9,0.561,0.7046578502441984,138465.23938667096,43352.47365620027
667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,1,5,PLATINUM,308,31-40,No Balance,New,Low,3,0.04473689,0,Low Risk,0.0,0.2036138558809811,0.2,0.308,0.13188415676429432,5370.486399796452,240.25885931418992
682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,0,5,SILVER,643,18-30,Medium,Very Long,Medium,3,0.0379724,0,Low Risk,0.23088980071550166,0.26568148962400984,0.9,0.643,0.41636036717340363,22123.016657501783,840.0640377253208
484,France,Female,29,4,130114.39,1,1,0,164017.89,0,0,1,GOLD,249,18-30,High,Medium,Very High,2,0.11564557,0,Low Risk,0.518594581568955,0.8201202865227732,0.4,0.249,0.558373918584414,91583.31195724738,10591.20431378369
628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,1,2,SILVER,818,18-30,Medium,Medium,Very High,2,0.04291321,0,Low Risk,0.38193391587795666,0.7800141285312326,0.5,0.818,0.5685778049105524,88696.40908951925,3806.2476295044485
480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,1,1,GOLD,775,41-50,High,Very Long,Low,2,0.6580971,1,Medium Risk,0.5165785439020282,0.027364528906286874,1.0,0.775,0.49234077623269734,2694.4333660886828,1773.1987843662005
578,France,Male,30,4,169462.09,1,1,0,112187.11,0,1,5,DIAMOND,872,18-30,Very High,Medium,High,2,0.06489065,0,Low Risk,0.6754220010204143,0.560956641969738,0.4,0.872,0.6056557929990871,67946.77307132582,4409.110270000829
512,France,Male,40,5,0.0,2,1,1,146457.83,0,0,3,DIAMOND,435,31-40,No Balance,Medium,High,3,0.021416385,0,Low Risk,0.0,0.7323166851073599,0.5,0.435,0.36319500553220796,53192.75237708517,1139.196464117321
484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,0,2,SILVER,415,31-40,High,Long,Low,0,0.1112276,0,Low Risk,0.5335561143570283,0.13643562997968722,0.7,0.415,0.4358531347367175,11892.732219739546,1322.8000622443024
510,France,Female,30,0,0.0,2,1,1,130553.47,0,0,2,DIAMOND,430,18-30,No Balance,New,High,3,0.029487941,0,Low Risk,0.0,0.652791894975251,0.0,0.43,0.23883756849257531,31181.073333068376,919.4656507621936
606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,0,5,PLATINUM,929,31-40,Very High,Medium,Very High,2,0.056552958,0,Low Risk,0.7591906339342799,0.8967931694231703,0.5,0.929,0.765614204400663,137314.35457010524,7765.53292680027
597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,0,5,SILVER,681,31-40,High,Long,Medium,0,0.1465609,0,Low Risk,0.40651214204141606,0.47388841820452443,0.8,0.681,0.5328713822779239,50502.416328573825,7401.679589290476
754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,1,4,GOLD,810,51-60,Very High,Medium,Low,2,0.88465494,1,High Risk,0.6441213243193681,0.04040576925692406,0.3,0.81,0.4107702605048245,3319.372859600411,2936.49959794743
850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,0,5,GOLD,739,41-50,High,New,Low,0,0.18734236,0,Low Risk,0.4874935875358796,0.09741616284772307,0.2,0.739,0.33812228386866877,6587.467395471339,1234.111688290654
510,France,Male,65,2,0.0,2,1,1,48071.61,0,0,1,SILVER,280,60+,No Balance,New,Low,1,0.039708637,0,Low Risk,0.0,0.24036708780250138,0.2,0.28,0.14011012634075043,6735.319350503281,267.45035116821055
778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,0,2,DIAMOND,250,41-50,Very High,New,Very High,2,0.35233018,0,Medium Risk,0.6462800095449113,0.872689163112533,0.1,0.25,0.5653187527517244,98665.79987257444,34762.93902894813
636,France,Male,42,2,0.0,2,1,1,55470.78,0,0,4,PLATINUM,991,41-50,No Balance,New,Medium,3,0.017419487,0,Low Risk,0.0,0.27736432889876655,0.2,0.991,0.22230929866962998,12331.670198457337,214.811368710315
804,France,Female,50,4,0.0,1,1,1,8546.87,1,1,2,GOLD,482,41-50,No Balance,Medium,Low,1,0.61039895,1,Medium Risk,0.0,0.04273595687197839,0.4,0.482,0.14102078706159354,1205.286334313122,735.7055129140787
514,France,Male,32,8,0.0,2,1,0,95857.18,0,0,4,PLATINUM,423,31-40,No Balance,Long,Medium,3,0.017250173,0,Low Risk,0.0,0.4793039218274607,0.8,0.423,0.34609117654823823,33175.32420679625,572.2800818983231
730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0,5,GOLD,260,31-40,Medium,New,Very High,2,0.17797983,0,Low Risk,0.3946250447741551,0.9747656511884846,0.1,0.26,0.49627971326620746,96747.64572645142,17219.129539294052
525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,0,5,SILVER,642,31-40,No Balance,New,High,0,0.30990747,0,Medium Risk,0.0,0.6576333270130956,0.0,0.642,0.2614899981039287,34391.614313425445,10658.218181089467
616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0,4,PLATINUM,701,18-30,No Balance,Medium,Very High,3,0.014176197,0,Low Risk,0.0,0.9805794197861839,0.5,0.701,0.46427382593585514,91048.04823627991,1290.7150682630065
687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,0,4,GOLD,570,31-40,High,Long,High,2,0.09655551,0,Low Risk,0.4439578635293716,0.7428517312250941,0.7,0.57,0.5974386647792769,88758.33184765372,8570.105998299447
715,France,Female,41,8,56214.85,2,0,0,92982.61,1,1,4,GOLD,790,41-50,Medium,Long,Medium,3,0.21572122,0,Low Risk,0.22405451552062433,0.4649305313879802,0.8,0.79,0.4681009656246438,43525.24952729966,9389.319928833505
512,France,Female,36,3,84327.77,2,1,0,17675.36,0,0,5,PLATINUM,727,31-40,Medium,Medium,Low,2,0.07493675,0,Low Risk,0.3361036746035014,0.08838012309262828,0.3,0.727,0.29365550676918906,5190.4667981278535,388.9567128346074
479,France,Male,40,1,0.0,2,0,0,114996.43,0,0,3,SILVER,909,31-40,No Balance,New,High,3,0.024139637,0,Low Risk,0.0,0.5750037701417573,0.1,0.909,0.2834011310425272,32590.1183278528,786.7136262214135
601,France,Male,32,8,93012.89,1,1,0,86957.42,0,0,2,GOLD,799,31-40,Medium,Long,Medium,2,0.056762055,0,Low Risk,0.3707198010156235,0.4348034486096677,0.8,0.799,0.5186289549891497,45098.63586315259,2559.8912492892396
580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,0,1,DIAMOND,520,18-30,Medium,Very Long,High,3,0.04919811,0,Low Risk,0.2459581896378725,0.6404130795317904,0.9,0.52,0.5225071997146862,66921.57262361764,3292.4148913097297
807,France,Male,35,3,174790.15,1,1,1,600.36,0,0,3,SILVER,861,31-40,Very High,Medium,Low,0,0.07471425,0,Low Risk,0.6966579538329686,0.003001912871923984,0.3,0.861,0.42566375539476464,255.5514921888009,19.093338075267116
616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,0,5,GOLD,512,31-40,No Balance,Long,Low,3,0.025449723,0,Low Risk,0.0,0.21501538457846014,0.6,0.512,0.235704615373538,10135.64258980058,257.94929633742737
721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0,1,PLATINUM,478,31-40,High,Medium,Very High,0,0.21401471,0,Low Risk,0.42934021538386363,0.792985416251651,0.3,0.478,0.5174317110290407,82060.07457561191,17562.063062877958
501,France,Male,57,10,0.0,2,1,1,47847.19,0,0,5,PLATINUM,374,51-60,No Balance,Very Long,Low,1,0.09074802,0,Low Risk,0.0,0.23924494560995493,1.0,0.374,0.30917348368298647,14793.082416741754,1342.442939016129
521,France,Male,35,6,96423.84,1,1,0,10488.44,0,0,4,PLATINUM,280,31-40,Medium,Long,Low,2,0.0991486,0,Low Risk,0.38431476301792494,0.05244417190086347,0.6,0.28,0.3174591567774291,3329.6513183106586,330.13026669865616
850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,0,2,DIAMOND,615,18-30,High,New,Low,0,0.06992913,0,Low Risk,0.5621406284918311,0.029892123943860288,0.2,0.615,0.3353238885798906,2004.6332707083018,140.18226058968605
759,France,Male,42,4,105420.18,1,0,1,121409.06,0,0,3,GOLD,435,41-50,High,Medium,High,0,0.11239395,0,Low Risk,0.4201713133806638,0.6070681257615286,0.4,0.435,0.4736889630807241,57510.13174000542,6463.7908712795825
516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,1,5,GOLD,509,41-50,No Balance,Medium,High,1,0.46182734,0,Medium Risk,0.0,0.7307571264679551,0.5,0.509,0.37012713794038654,54092.57479253607,24981.429930187984
711,France,Female,38,2,129022.06,2,1,1,14374.86,1,1,4,DIAMOND,321,31-40,High,New,Low,0,0.12451028,0,Low Risk,0.5142409015548902,0.07187700257529683,0.2,0.321,0.29935946139454517,4303.250347221991,535.7989056427074
512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,0,1,PLATINUM,726,31-40,Very High,Medium,Medium,2,0.14740904,0,Low Risk,0.7041369665269274,0.4733716487739939,0.3,0.726,0.5562662812429691,52662.15717030844,7762.878032804283
550,France,Male,37,3,0.0,1,1,1,179670.31,0,0,3,GOLD,516,31-40,No Balance,Medium,Very High,0,0.1874825,0,Low Risk,0.0,0.8983853292883812,0.3,0.516,0.38111559878651435,68475.15777980865,12837.893768452976
608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,1,3,PLATINUM,639,41-50,Medium,Medium,Very High,2,0.375178,0,Medium Risk,0.35777012092838173,0.9965611707000183,0.3,0.639,0.5659763995813581,112801.77916469869,42320.745903453324
618,France,Male,34,5,134954.53,1,1,1,151954.39,0,0,2,SILVER,512,31-40,High,Medium,Very High,0,0.046412867,0,Low Risk,0.5378858404223006,0.7598005184994956,0.5,0.512,0.5942944917187689,90305.65696948559,4191.344446272357
643,France,Male,45,5,0.0,1,1,0,142513.5,1,1,3,GOLD,730,41-50,No Balance,Medium,High,2,0.55331075,1,Medium Risk,0.0,0.7125942935454372,0.5,0.73,0.3867782880636312,55121.1275559563,30499.112428831846
671,France,Male,45,2,106376.85,1,0,1,158264.62,0,0,3,DIAMOND,244,41-50,High,New,Very High,0,0.23976374,0,Low Risk,0.42398429577522895,0.791352854867343,0.2,0.244,0.4713995747702945,74605.87456918224,17887.783512678023
689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,0,3,PLATINUM,292,31-40,Very High,New,Very High,2,0.04564465,0,Low Risk,0.6449416972444869,0.8469413449945717,0.2,0.292,0.5812590823961664,98454.76776851922,4493.933415625341
